Id,SalePrice
1629,572071.2
1630,300468.28
1631,300281.22
1632,300442.53
1633,565406.8
1634,564742.2
1635,565705.25
1636,308839.16
1637,571091.5
1638,522003.53
1639,318194.78
1640,567020.9
1641,309282.8
1642,564623.25
1643,522590.47
1644,563220.94
1645,243073.98
1646,307447.22
1647,298365.0
1648,280203.16
1649,290054.1
1650,294952.7
1651,293170.1
1652,570264.1
1653,567832.9
1654,567606.5
1655,301237.78
1656,564742.2
1657,567606.5
1658,567468.4
1659,276049.72
1660,309167.22
1661,534034.0
1662,564549.94
1663,316685.5
1664,245539.64
1665,314127.1
1666,314228.28
1667,566667.25
1668,297881.66
1669,316831.6
1670,314389.6
1671,313901.97
1672,310536.1
1673,609204.94
1674,311928.78
1675,315835.16
1676,315835.16
1677,315996.47
1678,314100.3
1679,314228.28
1680,296875.53
1681,311803.88
1682,316426.6
1683,313639.47
1684,524185.4
1685,560702.0
1686,318033.47
1687,560410.7
1688,562465.6
1689,560702.0
1690,565705.25
1691,565762.5
1692,566330.94
1693,519701.44
1694,565705.25
1695,561824.44
1696,525309.06
1697,562787.5
1698,570055.6
1699,308852.2
1700,571477.5
1701,566882.75
1702,243239.2
1703,245706.16
1704,311371.56
1705,313999.56
1706,248005.6
1707,279523.34
1708,292865.72
1709,311767.47
1710,311002.8
1711,568243.3
1712,289459.3
1713,298359.8
1714,297454.9
1715,565453.7
1716,285740.72
1717,295896.03
1718,261321.4
1719,560393.6
1720,316264.75
1721,235487.88
1722,203805.4
1723,232976.52
1724,292442.97
1725,566899.8
1726,565464.06
1727,288499.94
1728,523389.9
1729,566992.1
1730,557543.2
1731,297793.0
1732,239405.6
1733,282677.78
1734,287334.9
1735,218596.95
1736,218169.81
1737,312394.53
1738,564341.2
1739,558956.25
1740,293536.0
1741,312476.2
1742,566167.2
1743,564331.6
1744,311971.97
1745,299409.97
1746,525834.6
1747,520707.1
1748,531371.75
1749,246578.1
1750,220056.6
1751,568687.06
1752,267295.38
1753,276260.2
1754,570510.44
1755,309048.34
1756,293831.12
1757,267433.44
1758,311555.88
1759,308415.7
1760,315664.84
1761,295881.97
1762,566340.0
1763,314475.9
1764,271704.1
1765,237925.62
1766,310845.1
1767,313029.25
1768,295837.12
1769,313059.7
1770,279771.97
1771,276077.06
1772,273106.22
1773,264248.47
1774,305660.28
1775,288468.4
1776,288404.3
1777,265044.97
1778,267295.38
1779,294415.9
1780,524706.5
1781,274626.1
1782,267097.56
1783,564876.8
1784,572978.1
1785,269427.6
1786,284825.5
1787,523671.8
1788,251942.98
1789,286220.16
1790,264549.8
1791,522065.9
1792,290593.1
1793,296539.6
1794,290531.38
1795,289456.75
1796,289274.7
1797,528629.3
1798,265386.4
1799,279984.0
1800,282095.9
1801,530461.44
1802,220633.45
1803,563665.8
1804,320063.56
1805,267546.9
1806,570934.9
1807,566978.0
1808,561915.7
1809,561369.25
1810,571492.9
1811,524808.7
1812,564178.9
1813,571799.2
1814,265497.28
1815,331406.16
1816,268336.78
1817,561622.1
1818,528022.8
1819,567947.25
1820,261329.94
1821,277082.78
1822,564508.25
1823,256033.1
1824,272217.5
1825,529778.4
1826,570697.0
1827,267788.84
1828,582424.7
1829,291561.8
1830,567741.4
1831,567752.94
1832,558878.3
1833,573249.75
1834,531475.9
1835,529815.2
1836,572661.06
1837,270119.34
1838,533480.44
1839,277090.03
1840,320552.22
1841,280746.84
1842,570109.06
1843,286459.6
1844,319164.66
1845,570189.25
1846,292854.06
1847,290007.16
1848,322028.56
1849,305578.66
1850,269163.28
1851,570254.7
1852,274852.47
1853,292325.97
1854,239938.9
1855,314266.8
1856,569430.7
1857,517668.7
1858,519318.2
1859,299028.97
1860,245171.22
1861,299028.97
1862,609353.06
1863,523457.12
1864,523457.12
1865,299400.16
1866,316322.78
1867,293299.3
1868,313999.56
1869,295565.16
1870,316220.7
1871,318521.1
1872,560702.0
1873,565385.3
1874,272596.6
1875,241100.14
1876,569591.3
1877,316153.28
1878,312216.5
1879,293337.5
1880,311671.0
1881,295622.94
1882,562304.25
1883,562127.4
1884,563464.6
1885,249353.6
1886,316197.88
1887,314618.72
1888,313892.75
1889,563710.06
1890,265597.88
1891,320187.56
1892,269335.7
1893,287990.88
1894,279801.78
1895,284230.16
1896,574258.75
1897,571038.75
1898,532471.1
1899,288729.7
1900,573773.5
1901,564060.44
1902,279954.84
1903,564974.75
1904,207042.66
1905,311354.56
1906,565586.8
1907,245549.36
1908,563161.7
1909,567425.94
1910,563023.56
1911,569362.6
1912,289021.03
1913,565756.75
1914,265386.12
1915,300105.06
1916,328531.28
1917,564004.25
1918,274770.72
1919,303196.62
1920,271016.47
1921,315848.0
1922,312750.22
1923,568751.25
1924,303217.06
1925,560585.1
1926,314271.3
1927,293638.8
1928,310640.6
1929,280052.1
1930,284352.84
1931,303519.9
1932,567419.4
1933,561298.06
1934,565705.25
1935,569729.44
1936,565414.0
1937,565762.5
1938,299171.97
1939,291511.25
1940,299279.06
1941,562517.94
1942,566029.06
1943,301234.94
1944,613383.0
1945,314012.4
1946,233387.36
1947,247561.05
1948,309803.97
1949,311078.4
1950,314390.8
1951,309303.03
1952,312097.72
1953,310504.5
1954,561807.1
1955,564432.06
1956,566008.44
1957,308839.16
1958,567523.94
1959,561804.25
1960,304097.0
1961,289208.0
1962,574492.0
1963,569850.8
1964,570264.1
1965,560899.06
1966,290354.4
1967,300227.1
1968,311309.44
1969,314487.2
1970,567540.25
1971,530003.3
1972,567347.06
1973,568220.06
1974,567508.44
1975,325013.75
1976,316063.88
1977,568644.25
1978,562791.8
1979,293842.88
1980,312217.28
1981,296612.2
1982,309167.22
1983,309676.03
1984,563803.94
1985,316707.47
1986,316846.8
1987,296192.8
1988,563197.75
1989,561001.5
1990,562465.6
1991,298711.12
1992,564285.0
1993,523927.8
1994,526256.56
1995,563335.9
1996,561937.56
1997,563664.8
1998,316322.78
1999,564759.8
2000,562653.7
2001,558625.06
2002,244542.8
2003,611752.1
2004,567911.0
2005,230701.52
2006,280399.75
2007,313965.78
2008,301066.25
2009,562872.44
2010,564767.4
2011,216341.9
2012,285483.78
2013,566992.1
2014,567039.5
2015,569219.9
2016,564490.6
2017,568283.94
2018,216023.9
2019,217435.3
2020,224064.77
2021,275704.6
2022,319919.62
2023,518020.47
2024,568687.06
2025,567594.4
2026,296783.5
2027,564628.75
2028,561585.7
2029,566167.2
2030,313999.56
2031,315835.16
2032,302856.75
2033,315835.16
2034,567330.9
2035,564344.5
2036,567330.9
2037,567330.9
2038,566683.8
2039,298581.1
2040,565311.25
2041,349475.97
2042,563571.94
2043,297460.44
2044,293188.1
2045,295773.62
2046,212197.44
2047,522321.72
2048,292837.28
2049,295136.47
2050,565257.0
2051,304387.03
2052,269776.28
2053,277383.47
2054,531457.5
2055,311603.97
2056,267295.84
2057,226459.66
2058,565936.75
2059,289705.12
2060,272812.47
2061,245855.55
2062,267295.38
2063,289939.8
2064,311707.8
2065,288975.44
2066,308839.16
2067,287626.16
2068,287272.22
2069,292050.75
2070,569310.7
2071,268881.16
2072,565158.3
2073,245455.42
2074,312852.03
2075,294494.6
2076,288382.34
2077,268403.44
2078,268117.84
2079,527775.25
2080,206064.64
2081,571499.3
2082,199350.56
2083,563626.06
2084,265830.9
2085,216431.69
2086,209831.94
2087,522072.84
2088,570040.06
2089,263136.1
2090,569857.8
2091,564350.4
2092,561179.1
2093,532649.25
2094,261838.78
2095,566181.2
2096,268665.0
2097,562809.25
2098,566239.25
2099,317518.06
2100,257435.1
2101,566441.0
2102,530795.8
2103,566541.8
2104,567288.75
2105,564651.6
2106,467735.25
2107,562145.5
2108,288620.03
2109,265524.47
2110,277159.94
2111,527291.2
2112,570592.9
2113,530535.3
2114,532408.9
2115,570691.6
2116,289113.84
2117,571476.25
2118,570529.9
2119,269566.5
2120,535139.56
2121,225268.58
2122,572807.4
2123,287420.12
2124,563565.25
2125,528379.9
2126,562265.5
2127,578193.4
2128,569071.75
2129,235708.2
2130,573094.25
2131,267773.44
2132,566410.1
2133,285740.72
2134,569531.5
2135,216367.4
2136,567775.5
2137,211300.94
2138,235626.77
2139,316432.34
2140,282113.72
2141,318778.94
2142,290555.34
2143,299003.34
2144,251157.98
2145,217110.16
2146,242148.45
2147,315529.03
2148,560854.5
2149,296003.75
2150,298322.56
2151,572014.7
2152,264326.03
2153,274316.2
2154,280102.56
2155,571978.5
2156,569854.1
2157,318194.78
2158,565762.5
2159,561210.9
2160,560321.7
2161,311767.47
2162,314231.8
2163,230979.16
2164,316572.7
2165,293395.78
2166,295342.72
2167,315835.16
2168,527347.94
2169,566873.2
2170,567917.1
2171,316213.2
2172,311183.47
2173,291981.53
2174,563773.1
2175,569685.94
2176,314228.28
2177,563335.9
2178,562166.1
2179,317097.94
2180,286842.22
2181,310976.28
2182,311832.7
2183,290235.53
2184,280375.4
2185,317935.2
2186,309888.78
2187,295443.66
2188,564248.4
2189,303151.5
2190,281958.66
2191,291010.34
2192,281214.66
2193,566997.44
2194,552940.94
2195,297963.06
2196,265017.38
2197,570183.3
2198,287091.1
2199,559349.5
2200,575247.7
2201,567415.5
2202,572332.75
2203,563244.44
2204,567958.6
2205,535279.8
2206,228038.08
2207,569136.25
2208,565111.25
2209,299028.88
2210,567606.5
2211,267715.84
2212,568369.4
2213,567529.25
2214,572428.9
2215,266938.28
2216,573504.5
2217,270975.7
2218,529535.9
2219,530464.8
2220,562161.2
2221,300105.06
2222,314182.44
2223,361556.38
2224,563898.1
2225,555281.4
2226,297872.2
2227,314234.03
2228,310664.72
2229,566808.44
2230,563054.4
2231,564364.4
2232,311997.84
2233,311462.53
2234,313999.56
2235,302669.66
2236,299376.47
2237,312844.94
2238,311033.25
2239,200853.55
2240,309000.66
2241,294426.28
2242,290354.4
2243,574282.4
2244,574072.0
2245,575700.0
2246,280234.1
2247,568899.06
2248,274626.1
2249,267295.38
2250,285701.34
2251,568363.94
2252,311002.8
2253,562834.2
2254,567020.9
2255,565082.7
2256,564490.6
2257,609823.7
2258,309946.34
2259,560863.4
2260,306938.53
2261,299606.16
2262,301234.94
2263,611763.25
2264,228329.05
2265,295501.97
2266,311920.34
2267,312460.53
2268,232204.86
2269,281999.47
2270,569591.3
2271,309282.8
2272,525403.1
2273,318092.66
2274,318194.78
2275,241017.66
2276,248326.9
2277,517487.38
2278,292299.38
2279,292849.88
2280,272673.03
2281,297957.56
2282,297035.03
2283,574492.0
2284,569615.25
2285,270673.66
2286,286883.2
2287,299141.25
2288,291922.56
2289,278524.7
2290,567402.1
2291,563146.4
2292,314871.88
2293,299400.16
2294,562791.8
2295,294218.06
2296,562656.06
2297,566667.25
2298,309940.75
2299,562791.8
2300,572256.4
2301,567402.1
2302,316479.56
2303,316662.1
2304,563545.2
2305,300748.12
2306,318033.47
2307,315835.16
2308,299595.97
2309,314160.88
2310,291881.88
2311,318194.78
2312,519957.62
2313,523927.8
2314,522034.28
2315,560183.56
2316,563143.6
2317,302622.97
2318,561379.0
2319,564248.94
2320,268969.44
2321,316685.5
2322,296192.8
2323,302669.66
2324,564292.0
2325,280672.22
2326,560453.1
2327,563911.25
2328,565900.6
2329,565705.25
2330,560863.4
2331,565373.4
2332,567208.94
2333,568588.94
2334,565661.75
2335,571190.25
2336,567370.3
2337,213189.84
2338,232976.1
2339,317862.47
2340,297201.84
2341,209432.78
2342,318190.28
2343,316201.5
2344,563272.4
2345,562753.06
2346,273069.06
2347,270705.78
2348,567442.75
2349,607224.8
2350,565408.9
2351,268305.72
2352,311508.56
2353,562432.8
2354,268810.3
2355,261658.9
2356,241092.3
2357,310205.25
2358,565575.4
2359,569675.8
2360,272042.84
2361,293170.1
2362,570765.94
2363,247312.06
2364,240709.55
2365,300468.28
2366,295792.0
2367,295792.0
2368,273658.06
2369,279523.34
2370,563519.56
2371,566167.2
2372,281544.12
2373,569637.5
2374,571871.5
2375,299694.88
2376,316656.53
2377,301578.94
2378,223705.42
2379,526292.56
2380,245401.3
2381,312042.06
2382,297957.2
2383,313639.47
2384,569591.3
2385,300706.78
2386,301006.06
2387,270673.66
2388,308508.72
2389,299946.6
2390,278880.53
2391,314664.44
2392,266033.28
2393,290841.7
2394,316589.12
2395,568634.94
2396,290709.84
2397,310229.72
2398,290495.4
2399,264022.06
2400,526396.0
2401,220176.92
2402,288757.5
2403,284418.06
2404,315973.22
2405,309473.66
2406,272785.16
2407,290192.16
2408,290549.9
2409,284943.44
2410,238871.9
2411,270078.1
2412,289782.56
2413,267295.38
2414,274764.16
2415,305768.66
2416,290393.72
2417,283454.97
2418,269654.4
2419,570278.3
2420,272424.7
2421,284480.2
2422,211341.1
2423,524791.06
2424,280296.5
2425,614602.56
2426,557901.2
2427,562686.56
2428,569209.0
2429,299020.94
2430,297742.44
2431,267070.44
2432,267295.38
2433,269559.28
2434,267656.2
2435,268369.38
2436,249046.95
2437,211714.45
2438,277961.62
2439,232181.22
2440,565929.6
2441,211371.77
2442,267228.5
2443,307711.53
2444,569568.8
2445,569584.8
2446,523005.75
2447,562680.2
2448,567100.25
2449,570825.25
2450,569228.06
2451,570425.4
2452,562457.1
2453,290723.97
2454,287626.16
2455,568913.56
2456,527834.0
2457,574273.7
2458,570900.6
2459,267827.97
2460,569428.94
2461,570278.3
2462,573328.2
2463,568778.5
2464,570105.7
2465,562726.06
2466,521466.97
2467,528016.5
2468,571400.75
2469,568817.1
2470,612188.5
2471,573090.9
2472,565838.1
2473,564710.06
2474,532448.7
2475,527608.44
2476,571403.1
2477,286915.88
2478,315970.16
2479,228780.84
2480,310038.78
2481,293799.34
2482,235611.72
2483,296037.84
2484,311850.0
2485,209325.98
2486,207604.02
2487,529866.3
2488,577004.4
2489,297429.97
2490,217818.56
2491,299375.1
2492,316772.97
2493,295222.25
2494,279598.1
2495,203867.55
2496,354294.8
2497,573933.5
2498,266858.4
2499,290067.03
2500,293128.6
2501,267433.44
2502,571369.6
2503,569472.7
2504,530105.4
2505,569277.06
2506,296680.44
2507,281052.56
2508,294482.12
2509,316479.56
2510,318194.78
2511,287991.12
2512,563303.25
2513,563397.25
2514,296806.2
2515,294656.97
2516,565575.4
2517,280247.47
2518,279556.1
2519,565601.1
2520,566899.8
2521,563599.3
2522,569591.3
2523,295864.53
2524,314372.1
2525,309420.88
2526,295165.78
2527,279708.22
2528,269685.75
2529,295747.53
2530,306705.9
2531,296406.06
2532,564742.2
2533,564928.75
2534,310821.8
2535,571768.8
2536,564298.8
2537,316085.06
2538,562410.6
2539,295135.34
2540,270813.06
2541,563571.94
2542,562971.5
2543,299273.03
2544,293789.06
2545,566002.2
2546,302464.22
2547,295594.84
2548,565837.5
2549,565434.75
2550,299327.75
2551,311114.34
2552,273480.38
2553,290740.72
2554,264129.53
2555,568011.25
2556,269988.47
2557,278032.56
2558,564442.7
2559,269736.94
2560,573687.75
2561,570529.9
2562,569813.94
2563,568381.7
2564,568401.1
2565,306747.7
2566,572321.06
2567,569189.25
2568,298647.8
2569,278735.88
2570,567606.5
2571,296201.3
2572,300308.1
2573,312289.12
2574,309267.6
2575,565556.2
2576,529469.56
2577,568635.9
2578,210524.95
2579,323806.28
2580,524485.56
2581,288783.28
2582,277614.56
2583,300720.28
2584,302644.12
2585,318682.4
2586,298209.97
2587,300629.6
2588,288980.47
2589,298322.56
2590,314234.03
2591,310714.06
2592,280994.03
2593,283283.75
2594,290153.16
2595,316500.78
2596,316685.5
2597,310312.53
2598,613111.25
2599,230122.7
2600,265799.47
2601,313933.2
2602,570140.2
2603,574072.0
2604,566805.94
2605,568231.25
2606,319571.44
2607,295381.8
2608,299498.8
2609,568692.8
2610,279855.6
2611,302261.22
2612,303805.88
2613,279771.97
2614,274626.1
2615,309718.75
2616,288679.22
2617,310984.9
2618,309130.47
2619,308461.38
2620,565762.5
2621,563706.6
2622,561001.5
2623,567121.75
2624,569146.56
2625,560756.06
2626,313029.25
2627,298011.6
2628,610867.6
2629,606796.0
2630,564615.9
2631,563268.6
2632,609134.9
2633,315982.0
2634,314670.06
2635,315576.25
2636,525391.94
2637,316056.4
2638,525519.5
2639,616649.06
2640,318351.6
2641,292837.28
2642,300442.53
2643,561702.94
2644,563514.2
2645,570264.1
2646,570264.1
2647,573983.1
2648,290943.66
2649,269849.3
2650,264655.88
2651,564742.2
2652,563285.7
2653,307802.2
2654,289839.66
2655,313604.6
2656,560276.44
2657,564209.6
2658,560022.2
2659,560647.9
2660,564831.7
2661,299037.44
2662,314228.28
2663,568017.3
2664,316359.2
2665,299561.47
2666,299411.3
2667,522419.53
2668,521803.4
2669,278947.47
2670,562112.0
2671,560076.25
2672,300748.12
2673,318033.47
2674,316359.2
2675,300272.8
2676,560702.0
2677,564702.56
2678,606815.56
2679,567879.2
2680,566443.5
2681,567208.94
2682,567420.94
2683,610014.9
2684,561958.8
2685,560259.6
2686,525286.44
2687,224384.06
2688,227270.38
2689,273069.06
2690,524905.94
2691,562636.25
2692,276508.66
2693,293628.3
2694,211294.4
2695,564928.75
2696,562220.2
2697,560756.06
2698,570877.2
2699,290354.4
2700,290354.4
2701,525809.6
2702,239256.72
2703,522295.75
2704,297632.34
2705,216208.5
2706,227925.31
2707,245453.12
2708,274233.28
2709,271078.53
2710,279916.6
2711,577694.4
2712,572216.44
2713,288098.4
2714,562265.5
2715,566167.2
2716,563090.44
2717,574124.2
2718,296915.97
2719,247473.42
2720,246989.19
2721,228185.4
2722,524601.5
2723,246465.02
2724,217067.69
2725,281195.6
2726,287666.22
2727,214336.9
2728,312410.12
2729,567109.5
2730,286745.12
2731,276635.53
2732,271475.66
2733,294128.34
2734,219308.05
2735,289939.8
2736,567508.0
2737,270957.97
2738,295136.47
2739,299423.5
2740,306845.06
2741,208947.22
2742,245120.19
2743,292999.75
2744,273231.3
2745,286641.94
2746,270586.9
2747,305478.97
2748,286327.78
2749,269559.28
2750,281658.94
2751,269307.75
2752,254511.72
2753,297955.22
2754,525091.5
2755,564294.4
2756,267982.2
2757,238627.56
2758,571300.06
2759,569428.94
2760,568607.75
2761,296398.06
2762,289459.75
2763,248778.77
2764,272751.44
2765,611637.06
2766,574326.75
2767,297619.62
2768,258301.1
2769,269307.75
2770,228323.45
2771,210288.23
2772,213338.05
2773,564929.1
2774,573926.8
2775,571524.8
2776,564628.75
2777,569241.8
2778,571150.56
2779,562170.5
2780,278665.25
2781,272600.1
2782,278087.56
2783,576476.0
2784,289586.97
2785,564788.3
2786,269030.2
2787,570575.6
2788,270191.94
2789,562129.75
2790,564350.4
2791,286318.9
2792,266240.9
2793,570658.6
2794,569556.75
2795,572873.6
2796,276838.3
2797,523143.25
2798,568509.9
2799,568304.75
2800,259211.86
2801,271651.66
2802,530527.6
2803,228224.8
2804,293531.44
2805,292864.75
2806,275721.4
2807,265389.2
2808,313999.56
2809,279682.84
2810,265258.3
2811,316063.3
2812,311873.4
2813,296201.3
2814,316631.56
2815,285403.03
2816,310316.0
2817,293950.28
2818,239001.06
2819,575581.0
2820,293219.12
2821,571931.8
2822,569296.7
2823,616747.1
2824,313829.44
2825,310869.0
2826,284836.16
2827,570437.5
2828,569577.25
2829,301409.25
2830,563036.3
2831,302498.7
2832,270932.12
2833,299556.97
2834,559914.9
2835,318033.47
2836,562058.8
2837,273658.06
2838,283792.38
2839,522683.3
2840,296664.62
2841,565575.4
2842,565601.1
2843,572689.44
2844,316999.4
2845,266996.47
2846,567039.5
2847,566721.4
2848,295483.72
2849,562265.5
2850,567208.94
2851,521219.2
2852,567208.94
2853,566477.75
2854,316589.12
2855,290354.4
2856,560459.75
2857,563303.25
2858,277850.0
2859,520938.62
2860,290510.38
2861,269103.3
2862,563338.6
2863,266571.53
2864,563844.75
2865,302902.22
2866,560736.4
2867,568122.9
2868,524310.75
2869,529575.7
2870,308247.7
2871,267927.12
2872,267939.62
2873,565863.2
2874,570575.6
2875,527177.94
2876,537465.0
2877,570412.4
2878,569121.8
2879,568303.8
2880,571084.3
2881,568074.2
2882,575717.2
2883,566350.6
2884,569105.3
2885,563495.06
2886,575915.75
2887,216108.69
2888,569241.8
2889,256356.36
2890,270043.78
2891,569615.25
2892,242495.31
2893,558865.75
2894,561204.25
2895,298220.9
2896,314182.44
2897,302856.75
2898,286318.9
2899,290477.25
2900,309116.25
2901,296669.12
2902,297378.44
2903,300976.84
2904,299400.16
2905,275856.47
2906,311130.7
2907,569771.5
2908,277536.56
2909,295144.6
2910,262261.06
2911,570031.8
2912,292759.0
2913,569279.94
2914,562904.25
2915,563196.8
2916,569367.8
2917,306287.1
2918,273195.78
2919,569917.5
